1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0.0,137.931142241197,222.800359066139,443.284333131541,445.028089000966,457.109396097335,331.798131399238,98.8433103447449,375.170627848193,740.738145365583,621.773270573701,1223.93177914456,1199.78039657215,877.06898246359,674.04747607207,244.182308941466,125.399362039729,1131.51270430294,1105.63692051178,1187.4615783259,787.09592807968,273.016483018846,802.374600794724,560.508697523431,565.743758250992,525.023808983392,442.001131220023,700.092136792926,376.021275993767,655.690475758699,365.301245549313,501.606419416618,543.725114373287,220.00000000034,644.006987539511,664.648027153889,710.52234306854,860.912306800476,557.732014501468,1053.68164072501,445.486251190921,230.436542241708,740.354644747807,778.106033904743,500.444802151692,578.42631337126,589.9160957284,515.637469546214,395.682953891073,702.011395919178,684.795589939407,810.582506596327,294.164919730606,630.733699750107,416.773319683408,637.314678946145,923.37912040527,554.217466342977,464.569693372316,922.685211759126,877.852493303441,605.231360721326,753.299409266115,947.25339798802,184.00000000014,1072.96691468087,1052.47755320502,1020.48321887182,1110.92438986635,812.045201943688,659.800704758664,605.583726663723,881.512904046057,717.586231752045,810.811938738384,812.096669122376,884.299157525671,709.205893940296,1391.48625577146,526.510208828222,473.820641171148
137.931142241197,0.0,85.1645466143292,402.124358873919,316.551733528492,398.027637231741,241.960740617095,138.437711624622,237.326778935858,613.600847456994,487.99692621995,1199.88416107577,1178.06621206082,908.63909226933,708.655769749539,343.656805548845,258.193725717514,1115.15469778836,1085.37643239536,1173.29365463244,680.623978419755,138.452157802129,684.954013055488,507.764709289333,432.140023603667,519.466072038957,397.839163481922,685.409366728805,420.267771783812,656.933025506394,271.827150961793,380.265696586063,455.6928790321,199.040196945875,557.503363218556,574.198571924253,614.677964465873,754.690002584436,449.58870092576,1038.01734089632,335.900282822643,307.834371051056,764.885612363011,791.076481763473,531.119572225361,460.245586617061,610.953353374578,493.235237995224,291.290233272887,614.544546799293,647.723706529902,812.795792312155,232.490860035834,572.712842531774,286.923334708151,531.199585843706,827.010278050283,481.807015307798,462.276973253326,924.130402053358,871.165885465815,570.543600438097,707.393101465551,963.187416861465,247.679228035156,1161.12746931592,1137.38735706029,1104.62346525825,1182.65548660637,679.808509802477,525.81857137251,469.101534851575,751.201703938325,590.668265611186,691.51211124654,684.831366103877,762.46049078007,586.53729634161,1388.91936411062,484.037188654082,444.284818556328
222.800359066139,85.1645466143292,0.0,390.006410203268,237.928560706356,373.460841320858,205.002439009581,205.431253707616,152.41062955058,542.609435966524,410.290141241609,1201.80073223512,1181.60103249771,945.927058498918,749.999999999716,420.120220889454,343.139913154905,1122.49231623197,1090.50309490604,1181.57733559897,628.171950981542,69.8140387033963,622.788085949648,500.977045382144,355.012675830267,542.706182017243,401.876846807741,698.979971100613,473.159592527024,680.624713040363,245.717317257123,318.692641898173,423.595325754077,238.075618240003,523.737529684559,536.851003538155,572.113625078064,701.690815103739,399.696134582453,1046.4076643459,288.780193227269,378.355652793213,799.960624031121,819.295429011769,573.955573194572,400.216191577117,646.780488264666,507.166639281762,252.414341906808,578.802211468542,647.80012349573,834.469891608241,239.03347046023,560.204426973789,217.375251581257,481.300322044968,781.378909365284,461.390290318145,489.470121662653,944.019067603827,886.772236822817,574.098423618343,700.368474448471,991.159422091456,316.897459756635,1226.181878842,1200.94004846249,1167.92208644224,1239.44705413368,596.778861890774,447.667477040884,387.713360615843,669.182336885553,511.165335287812,616.70089995097,604.801620367754,685.685788098497,509.965685119635,1403.08588475615,467.222644999099,437.824165618415
443.284333131541,402.124358873919,390.006410203268,0.0,347.506834465383,59.4138031102302,196.359364431526,345.011594008395,427.162732456448,826.250567321687,673.023773725637,1591.73176132151,1571.34591990373,1307.06885817056,1105.31669669751,685.194862794319,543.955880563609,1511.35766779353,1479.92229525679,1570.17514946583,968.407455567735,446.870227247625,935.757447205745,890.88102460366,631.53543051882,921.303967210983,790.496046795624,1084.69811468384,810.237619467153,1058.95656190467,633.133477238032,659.310245635113,802.555917055503,601.029949337311,898.533249245346,907.092057069797,933.831355223829,1037.65938534806,757.032363905124,1434.87978590583,657.900448396618,673.083947216636,1164.92832397501,1193.00041911065,928.181016828607,736.088309919825,1011.23686641599,892.200089665878,632.292653761042,949.996315782752,1037.68685064463,1214.68720253396,625.411864294336,948.873015740741,553.780642492668,833.921459131859,1131.60505477862,847.637894385895,864.39111517875,1325.79221599698,1271.56045864851,963.348327450087,1089.961925941,1365.02967000705,621.897901588361,1510.64390244663,1491.93364463711,1460.39344013799,1553.96846814838,617.913917953194,701.131064780388,624.641857387092,658.367678428961,496.883286094568,524.046753639705,575.195618898747,601.32686618873,461.789995560711,1789.10172991946,83.5463942972819,53.1507290634324
445.028089000966,316.551733528492,237.928560706356,347.506834465383,0.0,299.113690760373,183.847763108611,391.203271969982,134.733069436603,480.242647001933,326.759850654566,1335.39844241299,1319.06519929749,1148.12020276582,960.421782342669,657.863967701368,570.07455652719,1269.03940049078,1233.05839277704,1329.05417496783,636.969387018783,235.983050238927,594.041244359666,643.506021727,289.233469709443,733.75745311284,572.717207703282,868.359948407683,700.315643120812,867.421466186098,390.46766831519,344.947822140448,518.514223527529,462.957881453706,601.50228594683,603.205603421474,619.267309002406,702.566722810227,447.755513645156,1196.5721875426,372.435229268253,615.922884783772,1001.0719254874,1009.76680476147,789.344664896445,411.700133592582,851.974764883783,685.895035701153,368.571566998841,645.515298037367,794.219742892539,1013.9398404242,433.973501495,686.12316678599,253.712435642495,515.693707543684,802.651231856008,579.169232607271,688.32041957197,1118.07781482236,1054.3362841135,731.194228642645,829.439569830372,1178.2652502723,554.387950806878,1459.28338577505,1432.87438388706,1399.70568334849,1464.7706305081,368.152699297469,353.782376610087,277.183423025035,436.491695224551,274.116763442427,379.770983621153,368.321870108146,447.800178651772,272.237029075761,1559.57173608653,393.970811102038,400.019999499987
457.109396097335,398.027637231741,373.460841320858,59.4138031102302,299.113690760373,0.0,170.038230995661,361.382069284952,390.530408547136,779.335614481873,625.857012423945,1572.96408096352,1553.42524763821,1306.63728708505,1106.25177965947,701.154761804175,565.602333800394,1495.4343850534,1462.94224082833,1554.66009146753,928.580098860545,424.227533289384,891.650155611231,870.9655561501,586.693275912496,913.05476287012,775.243187651736,1072.2872749408,814.369080946027,1051.09324039414,610.878056571179,622.989566525746,774.31388984156,596.359790731362,868.002304144533,874.945712601599,899.035594400991,996.596708805321,722.697723810178,1419.58092407682,627.860653330864,683.839162377839,1162.84650749818,1187.51673672404,928.707704287078,697.704808641263,1008.90534739395,880.202817537433,606.115500544913,917.89814249819,1019.60384463865,1206.01036479844,612.119269424532,926.245107950333,519.227310529837,797.717368496672,1092.93183685047,823.067433446251,857.635120550128,1316.2769465427,1259.94603059017,947.021647060907,1068.61265199423,1359.70143781688,629.784883909442,1529.48520751305,1509.45950591666,1477.53341755781,1566.7367360222,558.515362367106,652.559093109871,575.814596897528,599.1877835868,437.471141905347,466.588683960484,516.062011777677,544.180117240565,402.497204958975,1776.52497871628,98.8433103451223,105.095194942166
331.798131399238,241.960740617095,205.002439009581,196.359364431526,183.847763108611,170.038230995661,0.0,250.838593522129,233.420221917185,643.854797294879,492.686512906509,1402.92729676208,1383.42220598007,1146.65600770233,948.317457394373,571.423660693235,453.269235664555,1325.68812320204,1293.03557568955,1384.98411543256,775.098703391703,254.243977313679,747.58879071377,700.927956354525,446.658706397188,747.181370216893,605.984323229435,903.79920336279,662.191815111097,885.196023489224,440.959181784201,464.182076344737,606.864894355225,435.377996688454,702.299793535287,710.732720507139,737.804852247202,845.378021952829,560.985739569164,1249.97799980698,461.670878440961,544.217787288096,1001.54131217826,1023.14466230288,771.064848116615,542.111612124802,847.807171472,712.137627148061,437.384270407905,753.637844060939,849.633450377823,1039.35075888759,444.028152260888,756.508426920012,358.064240046138,638.463781275485,937.215556849448,653.82642956626,693.054831885786,1149.01087897323,1091.66157759583,777.344839823982,898.693496138209,1195.19077975029,486.121384018622,1397.7539125325,1375.24579621269,1342.71367014672,1423.82758787715,528.280995304568,524.059509979642,449.510678404887,587.02044257403,417.31043600664,491.082477798126,509.447740204947,567.571140915679,398.131887695294,1607.63179864087,266.760191933001,248.338478693576
98.8433103447449,138.437711624622,205.431253707616,345.011594008395,391.203271969982,361.382069284952,250.838593522129,0.0,349.824241584127,747.251630978051,615.457553369676,1307.1193518569,1283.79943916391,974.032853654723,771.078465526219,340.565705847883,206.206207471549,1217.32370386753,1190.02899124248,1274.10242916301,819.039681577819,270.835743578995,822.443311116499,628.792493592926,560.349890693289,612.209114599533,513.331277051496,785.300579395226,473.23778378267,745.656757496429,406.970514901948,517.475603289312,590.586996131814,295.462349547246,692.361899586629,710.144351522295,751.864349466758,893.111415222174,587.98384331506,1139.58983849454,474.269965315093,329.279516520754,835.957534805937,871.470596175239,596.302775442314,597.957356339145,684.377819627946,596.915404391177,429.004661979077,749.833314810709,761.215475407531,901.368958861549,353.99011285609,696.710126236187,420.773097999054,669.546114916642,964.539786633959,611.507154495395,552.254470330081,1013.5452629251,966.263421639296,682.235296653659,825.984261351331,1041.62037230407,281.64161624272,1168.17978068393,1148.47420519552,1116.68437796806,1208.95698848173,758.538865187595,652.655169289202,590.603970524975,823.930215491592,656.320043881291,739.985134986477,750.395229195975,815.493102362562,642.825792886366,1481.93657084221,428.052566866108,374.977332648551
375.170627848193,237.326778935858,152.41062955058,427.162732456448,134.733069436603,390.530408547136,233.420221917185,349.824241584127,0.0,418.456688320247,273.541587331936,1205.75702361666,1188.69508285334,1014.86403030185,829.221924456649,558.426360409569,494.242855284663,1137.12708172828,1101.69051915669,1197.0939812735,541.775783881081,118.00423721256,515.986433931014,510.283254673203,221.840032456336,599.894157330866,438.041093962876,733.753364557782,578.01124556571,732.969985743884,255.738147330502,232.572569319738,391.841804815187,343.069963710628,480.676606462298,485.785961098045,508.520402737172,611.96160010329,332.388327111822,1064.04699144445,244.182308942356,509.872533091031,867.872110394354,875.402764445972,660.366564872268,309.014562764445,719.880545646235,551.293932490063,235.104232204204,528.674758240783,661.218572032884,879.207029089719,303.433683035116,555.442166207392,129.448831589985,407.343835108187,704.467174537528,448.876374962882,555.697759578462,983.451574811697,919.966303730636,597.022612638017,699.088692514305,1043.63307728378,448.857438392457,1339.40173211798,1311.70499732263,1278.43850067169,1338.3758814327,455.611687733789,308.918710990682,242.069927913501,530.99529188085,383.537481870885,501.171627289736,473.769986385192,563.320512674769,391.900497575049,1426.64816966274,489.317892581,479.992708277329
740.738145365583,613.600847456994,542.609435966524,826.250567321687,480.242647001933,779.335614481873,643.854797294879,747.251630978051,418.456688320247,0.0,153.482898069825,1017.69347055019,1010.2880777281,1026.09989767089,894.418805705372,838.542783643182,836.369535552016,983.385987290713,942.016984984728,1040.5094905866,211.255769151842,476.593117868508,127.577427471566,477.91317203012,197.517087867672,655.219810444956,506.99309659998,694.898553747074,759.924338339124,741.766135652496,409.585155980861,242.404620417742,327.905474184818,595.970636860481,320.412234472999,298.211334459172,268.411996751112,252.192386880448,234.350165350945,925.722420599956,314.993650729565,776.556501485911,895.231813554524,868.492947581972,775.996134011339,179.25400971795,787.432536792685,589.726207659052,366.546040764358,320.538609219646,583.345523682805,840.050593714717,507.568714559679,465.491138477087,326.810342553476,206.118897726989,363.185902810736,393.634348094371,647.17385608519,914.746412946986,842.607856597429,564.979645651514,570.393723668831,1004.44213372426,728.212194349836,1464.96450468956,1430.12726706418,1397.87445788219,1415.32893703205,481.123487266246,130.632959087236,206.11174153804,547.972627053196,516.419403198282,637.169522184055,552.611979601311,654.027522356775,557.853027238731,1275.98001551805,873.742525003669,879.172906770293
